店铺名称,类别,评分,所属片区,纬度,经度,详细地址,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜
爬爬虾(天元四季城店),海鲜,3.9,天元四季城,32.041525,112.151015,樊城区大庆西路人民广场天元四季城4楼,3-4人餐109元，3-4人餐139元，4-6人餐188元，2-3人餐198元;,周一至周日 10:00-21:00,0710-3771466,3593,,"白米饭,木耳,波斯龙虾,辣得跳,儿童套餐,香辣蟹,香辣基围虾,一锅鲜,凉拌海带,特价美味生特价美味黄金贝,萝卜条,爬爬虾,猪肚汤,香辣爬爬虾,铁板基围虾,椒盐蟹,铁板龙利鱼,蛋炒饭,话梅芸豆,鲜贝汤,黄瓜条,土豆条,餐位费,米饭,浇汁小黄鱼,爽口海带,香辣牛蛙,黄豆瓣炒海参,香辣虾,香辣鸡柳花甲,酱黄瓜,冬瓜虾米汤,虾,蛰皮,海鲜汤,西瓜汁,一品鲜,凉拌海蜇,海鲜粥,特价美味生蚝,蛰皮金针菇,鱿鱼,基围虾,花螺,花甲,海蜇丝,蘑菇汤"
华莱士(长虹南路店),快餐,4.3,檀溪路,32.01039,112.139314,襄城区长虹路武商襄城购物广场正对面,9.9元乐享单人套餐，12.8元美味单人套餐，21.8元美味双人套餐，24.9元超值欢聚套餐，79.9元超值欢聚套餐;,,0710-3474515,3577,,
煲来哒肉蟹煲(天元四季城店),湖北菜,3.6,天元四季城,32.04139,112.150832,樊城区大庆西路天元四季城4楼,3-4人餐109元;19.9代50元，25代50元;,周一至周日 11:00-21:00,0710-3590980,3552,,"肉蟹煲,牛排堡,鸭珍,剁椒鱼头,凉皮,金针菇海蜇,鸡肉块,鸡翅煲,肉蟹煲大份,厥根粉,木瓜椰奶冻,虾,蔬菜沙拉,小食总动员,三掌煲,泰香米饭,茶位费,愤怒的花甲（花甲1000g、鱿鱼须750g、洋葱250g、花生米25g）,牛蛙,汤,水果沙拉,豆腐,西柚饮品,馍,冰豆腐,醉鸡,鸡蛋羹,明虾煲,仔排煲,蛙蛙叫的锅,野菌汽丸汤,印象拌菜,小辣椒爱鱼头,天然玉米汁,脆皮肠,大麦茶,麻辣烫"
爱尚妞妞(胜利街店),甜点饮品,4,胜利街,32.005505,112.161487,襄城区胜利街胜德宾馆1楼工商银行旁,98元蛋糕2选1，8英寸蛋糕99元起，黄桃可可118元，蟠桃贺寿119元;,周一至周日 06:30-20:30,0710-3497978,3545,爱尚妞妞是襄阳市众所周知的蛋糕店，爱尚妞妞使用的原材料可以确保糕点的优良品质和口感。这是一间充满着奶油香味的温馨小屋，这里的每一个角落都荡漾着幸福和甜蜜的滋味。,"水果奶油,水果夹心,蛋糕胚,可口可乐,巧克力,彩虹蛋糕,摩卡曲奇,绿豆糕（海藻红豆馅）,提拉米苏,阳光心芒,雪域鲜果,百利甜,白巧克力,冻豆腐"
外婆菜·湘园(天元四季城店),湖北菜,4.3,天元四季城,32.041358,112.150828,樊城区人民广场天元四季5楼,44.9代50元;,周一至周日 10:00-21:30,0710-3433101,3543,,"牛肉丝,肉末蒸蛋,绿豆汤,牛蛙,黄瓜,新派红烧肉,跳水鱼,萝卜丝炖蛤蜊,酸包菜粉皮,猪蹄,红糖糍粑,萝卜汤,鸭脖子,糖醋里脊,白水鱼,银耳羹,秘制茶油鸭,冰糖湘莲,跳水鱼（草鱼2斤）,排骨玉米汤,黄焖鸡,土豆丝,玉米排骨汤,冬瓜"
陈小五烘焙坊(汉江店),蛋糕,4.1,沃尔玛,32.044305,112.126813,樊城区汉江南路中段公交站旁（中国建设银行南50米路东）,滋味蛋糕25元，水果蛋糕87元，10寸生日蛋糕108元，双层生日蛋糕189元;,,0710-3225435,3537,陈小五烘焙坊，是一家集烘焙、研发、生产、销售于一体的民营专业食品公司。公司座落于襄阳城南、美丽的岘首山下十家庙村。陈小五烘焙坊创立于1998年。自2006年3月建立现代企业公司制以来，始终坚持“靠人才强企，以科技兴企”的战略思想，秉承“恪守承诺、卓越服务、诚信合作、共创辉煌”的经营理念，让客户尽情享受绿色健康生活新食尚，以质量和诚信赢得了广大客户的信任和青睐。2010年12月陈小五商标获襄阳市知名商标殊荣。目前，陈小五烘焙坊已经发展成为拥有一家中央烘焙工厂和30家门市分店，正式员工300余人的大型西饼生产企业,"小蛋糕,水果夹心,巧克力蛋糕,小点心,奶油水果,小西点,小面包,心月馨礼礼盒（书）,毛毛虫,雨后心情,水果蛋糕,分享蛋糕"
五谷渔粉,小吃快餐,4.3,沿江大道,32.384976,111.672905,老河口市惠丰路中段,每满20减3（买单立享）;9.9元精典鱼粉单人餐，10.9元品质鱼粉单人餐;,非营业时段 2018-02-13至2018-02-25 全天,13707275659,3538,,"鱼肉粉,招牌鱼粉,虎皮蛋,盖浇饭,招牌粉,鱼头,红烧牛肉粉,土豆粉,萝卜块,炸鸡蛋,粉"
吾饮良品,甜点饮品,4,沿江大道,32.387213,111.675313,老河口市武商购物广场6楼,6.9元蜜柚绿茶，7.9元益菌多系列，7.9元巧克力系列，8.9元邻家小红莓炒酸奶，9.9元有颗柠檬系列，9.9元小奶瓶;,周一至周日 10:00-22:00,18171522006,3528,,"炒酸奶,小奶瓶,草莓炒冰,葡萄干,吾家小红莓,柠檬水,有颗柠檬绿茶,暴打柠檬浓郁黄,蓝莓红醇,纯酸奶,草莓酸奶,冰淇淋,瓜子仁,光明酸奶,蜜柚绿茶,蜂蜜柚子茶,芒果榴莲,棉花糖,有颗柠檬红茶,冻酸奶,原味奶茶"
米西私房蛋糕,蛋糕,5,汽车站,32.128355,112.753413,枣阳市前进路园林巷口正对面,9.9元美味甜品，12.9元单人餐4选1，18.9元甜品单人餐，24.9元榴莲甜品，70元米西私房蛋糕甜品，裸蛋糕98元，109元蛋糕2选1，8寸木糠蛋糕149元;,08:00-19:30,15872222073,3526,,"私房蛋糕,黄桃木糠蛋糕,水果冰激凌,榴莲班戟,水果杯,榴莲雪糕,猕猴桃,彩虹推推乐,红心火龙果木槺蛋糕,北海道戚风,淡奶油"
风花雪月(武商购物广场店),甜点饮品,3.8,襄城武商,32.010798,112.140214,襄城区新武商3楼（武商超市内）,58元蛋糕2选1，59元蛋糕3选1，78元蛋糕3选1，88元蛋糕2选1，糊涂娃娃88元，98元蛋糕3选1，糊涂娃娃108元，12英寸蛋糕138元起，B款3层蛋糕188元，398元蛋糕2选1，婚宴，生日宴摆台套餐880元;,周一至周日 08:00-21:30,15872297667,3514,风花雪月首次进入襄阳，致力于让消费者享受到蛋糕的美味，每个店都有星级厨师坐镇，采用进口的原材料，每一口都会有浪漫的味道。,"水果生日蛋糕,巧克力蛋糕,水果蛋糕,小蛋糕,芝士蛋糕,手撕包,风花雪月,水果巧克力蛋糕,蛋糕胚,老婆饼,巧克力生日蛋糕,慕斯生日蛋糕,蛋糕面包,白吐司,肉丝吐司,肉松辫子,火龙果,水果罐头,奶油水果"
桥头排骨新品鸡排(世界城店),快餐,4.2,民发世界城,32.071423,112.171787,襄州区汉江一路12号,9.5元鸡排套餐;,,18062806222,3512,,"桥头排骨,鸡排套餐,正新鸡排,酸梅汤,里脊肉,橘子汁,酸梅汁,果汁"
派乐汉堡(东启路店),快餐,4.3,大桥路,32.384591,111.671198,老河口市东启路118号（实验小学旁）,9.9元美味单人餐，16.8元美味单人餐，27.8元美味双人套餐，54.9元全家桶套餐;,周一至周日 09:00-21:30,0710-8302828,3509,派乐汉堡是中国西式快餐历史最悠久的品牌之一，对人的真诚与对美食的热情让派乐汉堡不断推陈出新，我们致力于为您提供就餐过程中的良好体验，让每一位顾客充分体会到“生活有美味，派乐更滋味！”的美好感受。,"香辣鸡腿堡,鸡腿汉堡,骨肉相连,柠檬茶,热奶茶,酸梅汤,奥尔良鸡翅,草莓汁,酸梅汁,汉堡包,烤鸡,柠檬汁,轰炸鱿鱼,烤全鸡"
泰芒了(北街店),快餐,3.6,鼓楼,32.019041,112.151348,襄城区北街华莱士对面小吃一条街桥头排骨斜对面,10.8元水果茶，15.8元烤榴莲，16.8元美味芒果饮品爆单，25.8元美味芒果饮品;17代20元;,周一至周日 10:30-22:00,15971156432,3505,,
爱尚妞妞(二汽三店),甜点饮品,4.1,二汽,32.130249,112.193195,襄州区东风汽车大道与东兴路交叉口东北角，二汽基地新区神龙小区,黄桃可可118元;,,0710-3323066,3495,爱尚妞妞是襄阳市众所周知的蛋糕店，爱尚妞妞使用的原材料可以确保糕点的优良品质和口感。这是一间充满着奶油香味的温馨小屋，这里的每一个角落都荡漾着幸福和甜蜜的滋味。,"踏雪寻莓,巧克力,六寸蛋糕,猕猴桃,摩卡曲奇,彩虹蛋糕,隆中牌大头菜,百利甜,提拉米苏,阳光心芒,雪域鲜果,桂月月饼礼盒,隆中牌五香大头菜"
神寿鱼坊,火锅,4.3,风华路,32.047553,112.140623,樊城区风华路华都新村大门旁,2-3人餐54.9元，2-3人餐58元，3-4人餐79.9元，3-4人餐88元，4-5人餐99.9元，7-8人餐169元;40代50元;,非营业时段 2018-02-15至2018-02-21 全天,0710-3503713,3489,重庆神寿鱼坊是一家融合源远流长的中华传统寿文化、鱼文化的著名餐饮品牌，地道的重庆原料，地道的重庆味道，爱她，就带她来吃神寿鱼。,"鱼肉,花鲢,米饭,大虾,魔芋豆腐,川辣锅底,丸子,牛丸,鱼排,生菜,魔芋,大白菜,金针菇,牛蛙加凤爪（香辣味）,豆皮,土豆片,牛蛙,混合锅,烤鱼,烧鱼,银耳汤,山药,碳烤牛蛙（香辣味）,酸辣锅底,牛肉丸,神寿草鱼,热狗,片片鱼,鸭血,鱼火锅"
嘻辣阿婆,其他美食,4.7,南漳县,31.775948,111.845402,南漳县龙鹏大厦四楼,单人餐4.9元起，双人餐51.9元;27.9代30元，44.9代50元;,,13995766771,3488,,"重庆小面,凉粉,红糖冰粉,酸梅汤,米饭,双人冒菜,小鲜肉"
爱晚亭时尚餐厅,西餐,4,老河口,32.384223,111.677273,老河口市中山路与文化街交汇处,47.9元超值套餐，68元超值美味套餐，88元超值套餐，99元乐享美味套餐，3-4人餐138元，5-6人餐168元;,周一至周日 10:00-22:00,0710-8300977,3479,,"火焰牛排,石锅饭,香蕉船,桂花乌龙茶,香肠比萨,就是奶茶,蔬菜沙拉,香菇滑鸡,酱香鸡,炒饭,鸡肉饭,扬州炒饭,儿童餐,牛排很嫩,台湾香肠,台湾卤肉石锅饭,桂花茶,红烧肉饭,炸薯条,黑椒牛柳焗意面,红豆奶茶,儿童牛排,水果披萨,煲仔饭,水果沙拉,黑椒牛柳煲仔饭,香干肉丝,意大利面,红枣茶,香菇鸡,黑胡椒汁,奥利奥奶茶,红枣桂圆茶,三文鱼排,春卷,鸡米花,冰淇淋"
魔锅坊麻辣香锅(悦活荟店),干锅/香锅,4.1,二汽,32.121279,112.190353,襄州区东风汽车大道悦活荟购物广场4楼,单人餐16.8元，2-3人餐68.8元，2-3人餐79.9元;,,18727119563/15571114030,3463,,
陈小五烘焙坊(义乌店),甜点饮品,3.6,时代天街,32.098399,112.19317,襄州区钻石大道张湾街办商贸城32栋一号（京博医院旁）,滋味蛋糕25元，水果蛋糕87元，10寸生日蛋糕108元，双层生日蛋糕189元;,,0710-2848815,3458,陈小五烘焙坊，是一家集烘焙、研发、生产、销售于一体的民营专业食品公司。公司座落于襄阳城南、美丽的岘首山下十家庙村。陈小五烘焙坊创立于1998年。自2006年3月建立现代企业公司制以来，始终坚持“靠人才强企，以科技兴企”的战略思想，秉承“恪守承诺、卓越服务、诚信合作、共创辉煌”的经营理念，让客户尽情享受绿色健康生活新食尚，以质量和诚信赢得了广大客户的信任和青睐。2010年12月陈小五商标获襄阳市知名商标殊荣。目前，陈小五烘焙坊已经发展成为拥有一家中央烘焙工厂和30家门市分店，正式员工300余人的大型西饼生产企业,"水果夹心,小蛋糕,雨后心情,巧克力,天使卷,毛毛虫,面包蛋糕,三明治,蜂蜜麻花,布朗尼,蛋糕面包,香辣蟹"
龙门粥道(西门桥店),粥类,3.5,鼓楼,32.011572,112.147316,襄城区襄城西门桥夜市一条街（近西门广场）,39.9代50元;,周一至周日 11:00-14:00,0710-3513222,3440,龙门粥道是一家以全新模式经营的养生时尚的粥品连锁企业，旗舰品牌-龙门粥道自2005年5月28日**家店开业以来，已经成为在湖北襄阳、随州、荆州地区拥有5家直营连锁店。龙门粥道是一个综合艺术观赏、餐饮文化于一体的时尚健康消费场所，不仅有养生粥、家常菜、特色菜、铁板烧、各种小吃还有来自印度风味的甩饼和各种创新饮品，店内设计风格时尚、超前舒适贴切人性，具有市场优秀的设计团队水准，将设施和艺术氛围优质结合，给您独一无二的创新体验，不仅适合各种家庭、朋友、商务用餐，更是年轻时尚和宴请品尝特色饮食人群的喜爱场所，选择养生有益身体健康的食物，创新生活宴、百姓生活家常菜——尽在龙门粥道,"基围虾粥,干贝蔬菜粥,白灼生菜,龙门酱黄瓜,夏威夷扇贝,姥姥一碗香,孜然橙皮脆骨,一品海鲜粥（小锅）,印度飞饼,小公鸡,干贝粥,鱿鱼圈,小米菜心煮海参,凉拌海带丝,口味土豆片,农家小炒肉,大碗藕,香辣鸡软骨,小炒黄牛肉,铁板鱿鱼须,湘味串烧虾,三味碳烤肉,开胃鱼头王,醋香鲈鱼,鲜虾粥,一品海鲜粥（大锅）"
桥头排骨(铁大院店),小吃快餐,4,火车站,32.055653,112.149903,樊城区铁路大院新华路小学正对面,8.8折（买单立享）;4元薯条，8.9元桥头炸肉一份，9.9元排骨一份，18.8元大份排骨一份;,周一至周日 09:00-20:00,18602777437,3436,,"可口可乐,非常好吃，再来一份。哈哈,排骨肉,桥头排骨肉,辣椒粉"
牛门小将(襄阳万达店),火锅,3.2,万达,32.061577,112.1331,樊城区长虹北路万达广场3楼,50代100元，83代100元;,,0710-3285929,3422,,
幸福西饼生日蛋糕,蛋糕,4.9,华洋堂,32.051921,112.155403,樊城区丹江路12号院内（华洋堂百货西侧对面，近火车站）,89元蛋糕5选1，99元蛋糕2选1，纽约芝士99元，海盐脆脆99元，128元蛋糕2选1，128元蛋糕3选1，138元蛋糕3选1，138元蛋糕2选1，四重奏蛋糕148元，草莓白天使148元，148元蛋糕2选1，148元蛋糕2选1，榴恋草莓148元，草莓黑森林148元，鲜果嘉年华158元，爱尔兰百利甜168元，168元蛋糕2选1，百利甜情人168元，魔鬼的诱惑168元，175元蛋糕2选1，178元蛋糕...;,周一至周日 08:00-18:00,0710-3318283,3423,,"蛋糕,榴芒双拼,慕斯蛋糕,双拼,榴莲千层,千层蛋糕,提拉米苏,榴芒双拼蛋糕,榴莲蛋糕,千层面,巧克力,草莓黑森林,盛夏光年,榴莲千层+芒果千层,彩虹蛋糕,核桃斯诺,魔鬼的诱惑,抹茶之森,浓情蜜意,苏格兰榛子,百利甜情人,纽约芝士"
美石记,快餐,5,群兴购物广场,32.263654,111.640409,谷城县谷水路雅斯小区附近（左岸咖啡对面）,单人餐7.9元起，双人餐45元;17.9代20元;,周一至周日 10:30-21:30,15587787785,3418,,"咖喱拌饭,咖喱鸡,咖喱,红烧肉,辣五花肉拌饭"
小木屋蛋糕坊(华洋堂店),蛋糕,5,华洋堂,32.049191,112.153704,樊城区长征路中医院对面泰安华府3单元14楼13A03,9.5折（买单立享）;11.9元特价小蛋糕，美味水果蛋糕盒子38元，豆乳盒子38元，58元蛋糕2选1，69元蛋糕6选1，6英寸蛋糕78元起，8英寸蛋糕98元起，千层蛋糕98元，106元蛋糕4选1，可以吃的纪念照片蛋糕108元，115元蛋糕20选1，118元蛋糕13选1，128元蛋糕6选1，财源滚滚蛋糕128元，比基尼蛋糕129元，138元蛋糕5选1，138元蛋糕7选1，148元蛋糕18选1，158元蛋糕14选1，168...;,周一至周日 09:00-21:00,18672727702/15623522878,3417,,"蛋糕,水果盒子,小蛋糕,红丝绒蛋糕,嘉年华蛋糕,财源滚滚蛋糕,福寿延绵蛋糕,奇异果,芒果火龙果双拼,浪漫玫瑰蛋糕,DIY饼干,逢赌必胜,逢赌必赢,红红火火打麻将,泡泡浴,泡泡泡浴,大蛋糕,彩虹蛋糕,冰雪奇缘,火龙果,猕猴桃,卡通奶油蛋糕,水果夹心"
非常牛,牛排,3.8,群兴购物广场,32.262998,111.64233,谷城县城关镇粉水路72号群兴购物广场三楼（肯德基楼上）,单人餐43元，双人餐128元;27代30元;,周一至周日 09:00-22:00,0710-7400188/7786991,3403,,"火焰,菲力牛排,水果沙拉,饮料,宫廷火焰牛排套餐"
美味披萨,披萨,4.7,老河口,32.384476,111.674335,老河口市市府路天长地久正对面,11.9元超值披萨，25.9元超值披萨，29.8元超值披萨;,非营业时段 2018-02-16至2018-02-16 全天,18986360859,3403,,"双拼披萨（除榴莲外）,蜂蜜柚子茶,黑椒牛肉披萨,巧克力草莓披萨,经典培根披萨,奥尔良披萨,缤纷水果披萨,夏威夷披萨"
陈小五烘焙坊(牛首店),甜点饮品,3.5,樊城区,32.097988,111.978337,樊城区牛首镇中心十字路口,滋味蛋糕25元，水果蛋糕87元，10寸生日蛋糕108元，双层生日蛋糕189元;,周一至周日 07:00-21:00,0710-2172550,3384,陈小五烘焙坊，是一家集烘焙、研发、生产、销售于一体的民营专业食品公司。公司座落于襄阳城南、美丽的岘首山下十家庙村。陈小五烘焙坊创立于1998年。自2006年3月建立现代企业公司制以来，始终坚持“靠人才强企，以科技兴企”的战略思想，秉承“恪守承诺、卓越服务、诚信合作、共创辉煌”的经营理念，让客户尽情享受绿色健康生活新食尚，以质量和诚信赢得了广大客户的信任和青睐。2010年12月陈小五商标获襄阳市知名商标殊荣。目前，陈小五烘焙坊已经发展成为拥有一家中央烘焙工厂和30家门市分店，正式员工300余人的大型西饼生产企业,"1,蛋糕坯子,心月馨礼礼盒（书）,蛋糕胚,巧克力,天使卷,毛毛虫,水果蛋糕"
麦特蛋糕,蛋糕,5,大桥路,32.383553,111.66812,老河口市仁义街天主堂对面（市一医院门诊对面）,12.8元蛋糕3选1，22元盒子蛋糕，38元蛋糕3选1，8英寸蛋糕49.9元起，彩虹艺术蛋糕58元，芭芘洗澡款68元，68元蛋糕4选1，爱心满满68元，69.9元蛋糕14选1，艺术人生78元，黑猫警长78元，79元蛋糕10选1，10英寸蛋糕88元起，10英寸蛋糕88元起，芭比公主88元，数码相片蛋糕88.8元，98元蛋糕8选1，托马斯情景蛋糕98元，98元蛋糕10选1，98元蛋糕3选1，麻将蛋糕9...;16代20元;,周一至周日 08:00-19:00,0710-8193246/13871614491,3340,麦特蛋糕是老河口市生日蛋糕专卖店，提供更专业蛋糕服务。卡通蛋糕栩栩如生 惟妙惟肖：水果蛋糕 ，典雅脱俗 ，色彩天然绚丽 ，品尝起来更是香甜清爽 ，沁入心扉 ，让您充分感受纯美生活 ，体会时尚魅力。爱蛋糕、爱麦特,"艺术卡通蛋糕,水果蛋糕,小芭比蛋糕,迷你蛋糕,心形蛋糕,小鸡蛋糕,特型帽子蛋糕,骏马腾飞艺术蛋糕,很可爱 颜色漂亮,蓝莓水果,八寸巧克力蛋糕,奶油蛋糕,福星高照蛋糕,现做蛋糕,双层小汽车蛋糕"
黄牛庄(红光路店),湖北菜,5,华洋堂,32.05545,112.165453,樊城区红光路与大庆路交汇处（中石化加油站正对面）,双人餐9.9元起，双人餐9.9元起，2-3人餐79元，4-5人餐99元，6-8人餐179元，8-10人餐199元，10-12人餐299元，10人餐398元起，10-12人餐399元，10-12人餐499元，10-12人餐599元，10-12人餐699元，10-12人餐699.9元，10-12人餐888元;,,0710-3080599,3337,,
C Cake 可可蛋糕(万达店),蛋糕,5,万达,32.064642,112.133752,樊城区长虹北路万紫千红2栋一单元32楼03,8英寸蛋糕78元起，彩虹蛋糕98元，98元蛋糕8选1，8寸美味蛋糕98元，128元蛋糕8选1，128元蛋糕9选1，128元蛋糕8选1，158元蛋糕8选1，8寸新春特别款168元，198元蛋糕8选1，208元蛋糕10选1，12英寸蛋糕258元起，三层蛋糕 8英寸+10英寸+12英寸368元;25代30元;,周一至周日 08:30-21:00,15549888787,3327,,
半条街重庆小吃货,小吃快餐,4,人民广场,32.039332,112.159259,樊城区炮铺街城市名人酒店斜对面,每满50减10.1，每满20减4.2（买单立享）;,"05:30-14:00,16：30-21：30（夏季暂定，季节性会调整）",0710-3220505,3297,,"牛肉面,襄阳牛肉,银耳汤,重庆小面,红糖冰粉,红糖糍粑,麻辣牛肉小面,麻辣牛杂小面,鸳鸯锅底,肥肠粉,担担面,脱骨凤爪,调味料,夫妻肺片,红油抄手,肥肠小面,小米黄酒,大锅底,麻辣小面,襄阳牛肉面,牛肚串,海带串,羊肉卷,牛肉串,炸酱面,鸭血,金针菇,肥牛,肥羊,牛杂粉条,基围虾,鸭舌,台式炒饭,麻辣牛肉面,鲜肉包,小笼包"
非常牛(旺恒店),其他美食,5,谷城县,32.255846,111.628662,谷城县旺恒美食街大润发后门,单人餐38元，双人餐115元;27代30元;,周一至周日 09:00-22:00,0710-7786991,3290,,宫廷火焰牛排套餐
小龙坎老火锅(民发世界城店),重庆火锅,5,民发世界城,32.073984,112.172036,襄州区汉津路民发世界城汇景园1-101商铺（滚石娱乐旁）,2-3人餐138元，4-5人餐228元;78代100元，88代100元;,非营业时段 2018-02-14至2018-02-17 全天,0710-3776270/13217104507,3271,,
绿荫阁西餐厅,快餐,3.6,中心商业区,32.128483,112.763339,枣阳市大十字街原电信局对面（大十字街原电信局对面、近邮政储蓄）,29.8元特色水果茶，双人餐98元;,周一至周日 全天,0710-6776789,3270,绿荫阁西餐厅位于枣阳市大十字街原电信局对面。店内醇正的欧陆风味西餐为主打，配以时尚饮品和时尚的用餐环境为您创造一段幸福美妙的异域美食之旅。绿荫阁西餐厅期待和欢迎您的光临，无须您周游世界追逐美食，可以让您再此尽情享受异域美味，品一杯香浓咖啡，度过一段慢节奏时光放松您紧张疲惫的身心，幸福就如此简单，一起来传播幸福吧。,"牛排,果汁,水果披萨,辣子鸡,鱼香茄子石锅伴饭,黑椒牛柳炒意粉,绿荫阁特调茶,辣子鸡煲,蒸鸡蛋,黑椒牛柳意粉,香蕉片,菊花茶,莫吉托,水煮鱼"
爱尚妞妞(长虹南路店),甜点饮品,4.3,檀溪路,32.010484,112.139288,襄城区长虹南路特1号1栋1单元5号天天福超市旁（天天福超市旁门面）,98元蛋糕2选1，8英寸蛋糕99元起，黄桃可可118元，蟠桃贺寿119元;,周一至周日 08:00-21:00,0710-3498966,3269,,"水果蛋糕,小糕点,百利甜,提拉米苏,阳光心芒,彩虹蛋糕,雪域鲜果,8寸蛋糕,巧克力"
渝记老麻抄手,馄饨,3.8,鼓楼,32.019069,112.150562,襄城区北街昭明台华莱士侧面小巷子内,每满10减1.1（买单立享）;,周一至周日 09:30-21:30,0710-3510396/13476300246,3262,渝记老麻抄手位于北街，虽然只是小吃店，但是小店门前络绎不绝。店家保持快速打理，维持干净环境迎接每位顾客。渝记老麻抄手主要经营产品：不同口味抄手、面、米线米粉、酸辣粉等，特色的川味，满足不同的口味期许，深受大众的喜爱。,"红枣豆浆,老麻抄手,红枣牛奶,肉末酸豆角木桶饭,佬麻抄手,中麻抄手,小菜,抄手,老坛酸菜味抄手,海鲜味抄手,微麻抄手,老坛酸菜小面,绿豆豆浆（现磨）"
百鲜果园(立业路店),水果,4,风华路,32.044989,112.142188,樊城区立业路1号1栋1层110-112号（原梦里水乡对面）,47代50元;,07:30-次日00:00,0710-3231993,3258,,"苹果,红心火龙果,火龙果,圣女果"
华莱士(光彩店),快餐,3.7,襄州区,32.100454,112.168899,襄州区云弯路光彩工业园（皇冠假日酒店旁）,3.9元3.9元单人餐，9.9元9.9元单人餐，12.8元12.8单人餐，21.8元21.8双人餐，36.9元36.9双人餐;,周一至周日 09:00-22:00,0710-2717171,3259,,
胖蟹哥,海鲜,3.4,万达,32.062289,112.13328,樊城区长虹北路万达广场三楼,95代100元;,周一至周日 10:00-21:00  非营业时段 2018-02-15至2018-02-17 全天,0710-3266699,3257,,"肉蟹煲,煲,蟹煲,牛排煲,鸡爪煲,蔬菜沙拉,沙拉,牛肉火锅,牛蛙煲,开胃脆萝卜,拌苦菊,虾煲,凉拌菜,青柠薄荷汁,明虾煲,黑鱼煲,沙拉水果,虾堡,芒果牛奶,鸡爪子,牛排火锅,白斩鸡,招牌蟹,皮蛋豆腐,黑鱼片"
蜀味堂,川菜,3.9,天元四季城,32.041172,112.151,樊城区大庆西路人民广场天元四季城5楼,2-3人餐88元，2-3人餐95元，4人餐126元，6人餐228元;53代60元;,周一至周日 10:30-14:30 16:30-22:00  非营业时段 2018-02-15至2018-02-15 全天,0710-3327118,3254,,"红糖冰粉,天元四季城蜀味堂,牛蛙锅,十三香卤虾,泡菜,酸梅汤,大菜,牛蛙锅（微辣）,牛蛙焖锅,牛蛙,红糖凉粉,蜀味鲜椒泉水鱼（草鱼1500克、黄瓜300克、西红柿200克）【新品特价】,钵钵鸡,红烧肉,蟹,香辣蟹,麻婆豆腐,上汤娃娃菜,宫保鸡丁,白灼油麦菜,卤凤爪,草莓奶昔,黑糖冬瓜茶,剁椒味牛蛙,果汁,冰粉,卤虾,红糖糍粑,石锅牛蛙"
吧遇时尚涮吧(襄城武商店),小火锅,3.4,襄城武商,32.010465,112.14011,襄城区长虹南路武商购物广场4楼,双人餐78元，2-3人餐79元，5人餐159元;85代100元;,,0710-3609378,3247,,
羊大爷涮肉,特色火锅,4,沿江大道,32.027292,112.141617,樊城区沿江大道特1号,88代100元;,非营业时段 2018-02-16至2018-02-17 00:30-00:00,0710-3322566,3235,,
巴黎香(卧龙店),甜点饮品,3.6,襄城区,32.020425,112.013626,襄城区卧龙镇航宇路口（统帅电器西侧30米）,8.8折（买单立享）;阳光礼物78元，88元蛋糕2选1，89元蛋糕2选1，鲜莓乳酪98元，阳光礼物108元，118元蛋糕2选1，鲜莓乳酪148元，美好时光塔架8+10+12英寸蛋糕468元，美好时光塔架10+12+14英寸蛋糕558元;,周一至周日 08:30-21:00,0710-2062817,3206,,"浓情雪域,巧克力,碎巧克力,巴黎之恋,1,端午香粽,友情闺蜜,鲜果百汇,香榭人间,碳烧,八寸蛋糕,祝福,思恋,粽情粽意"
爱尚妞妞(三十二中店),甜点饮品,4.3,万达,32.053086,112.133678,樊城区春园路三十二中对面（春园路与长虹路交口西行100米路南）,98元蛋糕2选1，8英寸蛋糕99元起，黄桃可可118元，蟠桃贺寿119元;,周一至周日 07:30-22:00,0710-3112166,3200,爱尚妞妞是襄阳市众所周知的蛋糕店，爱尚妞妞使用的原材料可以确保糕点的优良品质和口感。这是一间充满着奶油香味的温馨小屋，这里的每一个角落都荡漾着幸福和甜蜜的滋味。,"巧克力,水果泡芙,彩虹蛋糕,隆中牌大头菜,百利甜,提拉米苏,阳光心芒,雪域鲜果,桂月月饼礼盒,绿豆糕（海藻红豆馅）,隆中牌五香大头菜"
巴黎香(卫校店),甜点饮品,4.3,襄城区,32.012213,112.145395,襄城区陵园路农委隔壁,8.8折（买单立享）;阳光礼物78元，88元蛋糕2选1，89元蛋糕2选1，鲜莓乳酪98元，阳光礼物108元，118元蛋糕2选1，鲜莓乳酪148元，美好时光塔架8+10+12英寸蛋糕468元，美好时光塔架10+12+14英寸蛋糕558元;,周一至周日 09:00-20:00,0710-3456416,3194,巴黎香，已有十几年历史，座落在交通便利，四通八达湖北省襄樊市各区域，在襄阳市已有十四个分店，装修高档舒适，各类甜点丰盛，是热爱甜品的您理想去处。,"水果蛋糕,手撕包,1,小点心,粽情巴黎香（小）,小糕点,香榭人间,鲜果百汇,端午香粽,月饼礼盒,祝福,思恋,巧克力,蛋糕胚,巴黎之恋,巴黎香榭,可可粉,三明治,白巧克力,浓情雪域,车厘子"
